text,true_label,predicted_label,predicted_risk_score,risk_level,error_type,reasons,indicators
You have an important customer service announcement. Call FREEPHONE 0800 542 0826 now!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Our Stock In News Call : Mcleod Russel Earns Intraday Profit of Rs 32, 780. To Subscribe Our Equity Or F&O Advisory Service visit www.StockInNews.com",1,0,20,LOW,false_negative,Link or verification action detected.,link
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	FreeMsg Why haven't you replied to my text? I'm female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"YOU VE WON! Your 4* Costa Del Sol Holiday or £6000 await collection. Call 09050090055 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Now Get*SAUNA SLIM BELT(Rs650)&*VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)*Reduce FAT(5 inch)+Free SLIM.TEA PH:7827450410/9268250573,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Meet Top 35 US universities in Delhi at India Habitat Centre Lodhi Road on Nov 8th, 2 to 6 pm for student admission.Entry Free,  details contact 9911489000",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, call 08718738034, EXP. 30Apr",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Please protect yourself from e-threats. YES bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,1,95,CRITICAL,false_positive,"Banking-related language detected. | Credential or authentication language detected. | Sensitive personal information language detected. | Request for OTP, password, PIN, or another credential detected. | Request for sensitive personal or financial information detected.",banking | credential | credential_request | personal_information | sensitive_request
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9,1,0,20,LOW,false_negative,Link or verification action detected.,link
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Congrats! Nokia 3650 video camera phone is your Call 09066382423 Calls cost 150ppm Ave call 3mins vary from mobiles,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	You have 1 new voicemail. Please call 08719181503,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Double Mins & Double Txt & 1/2 price Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Your SAM registration has been received! Click here to complete the process http:/rghst.us/xRI2284 Reply STOP 2 opt out of future texts,1,0,20,LOW,false_negative,Link or verification action detected.,link
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Records indicate you were involved in an accident in the last 2.5 years. As such you are entitled to claim compensation, Reply CLAIM for info or STOP to opt out",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
" call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1,0,20,LOW,false_negative,Link or verification action detected.,link
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Ela kano.,il download, come wen ur free..",0,1,30,MEDIUM,false_positive,Download or install instruction detected.,download
